page,signal_id,family,signal,status,evidence
/produse/ai-ready-injector/,OP218,media_accessibility,Error messages,PARTIAL,present in page; semantic quality requires review
/produse/ai-ready-injector/,OP219,media_accessibility,ARIA correctness,PARTIAL,present in page; semantic quality requires review
/produse/ai-ready-injector/,OP220,media_accessibility,Mobile content parity,PARTIAL,present in page; semantic quality requires review
/produse/ai-ready-injector/,OP221,media_accessibility,No text only in image,PARTIAL,present in page; semantic quality requires review
/produse/ai-ready-injector/,OP222,media_accessibility,No blocking popup,PARTIAL,present in page; semantic quality requires review
/produse/ai-ready-injector/,OP223,performance_rendering,Critical content server/render available,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP224,performance_rendering,No JS-only canonical text,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP225,performance_rendering,Crawlable href links,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP226,performance_rendering,LCP hygiene,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP227,performance_rendering,CLS hygiene,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP228,performance_rendering,INP hygiene,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP229,performance_rendering,CSS blocking control,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP230,performance_rendering,JS bloat control,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP231,performance_rendering,Font loading hygiene,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP232,performance_rendering,Image optimization,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP233,performance_rendering,No huge DOM,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP234,performance_rendering,No hidden duplicate content,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP235,performance_rendering,Rendered/body parity,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP236,performance_rendering,Mobile performance parity,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP237,performance_rendering,No layout dependency for semantics,NA,requires deployed runtime/browser measurement
/produse/ai-ready-injector/,OP238,page_type_specific,Homepage no breadcrumb,PASS,breadcrumb
/produse/ai-ready-injector/,OP239,page_type_specific,Internal page breadcrumb,PASS,breadcrumb
/produse/ai-ready-injector/,OP240,page_type_specific,Service page Service schema,PARTIAL,requires page-type semantic review
/produse/ai-ready-injector/,OP241,page_type_specific,Product page product semantics,PARTIAL,requires page-type semantic review
/produse/ai-ready-injector/,OP242,page_type_specific,Offer page commercial clarity,PARTIAL,requires page-type semantic review
/produse/ai-ready-injector/,OP243,page_type_specific,Agent-ready page category definition,PARTIAL,requires page-type semantic review
/produse/ai-ready-injector/,OP244,page_type_specific,SOC page canonical definition,PARTIAL,requires page-type semantic review
/produse/ai-ready-injector/,OP245,page_type_specific,RRVI page canonical definition,PARTIAL,requires page-type semantic review
/produse/ai-ready-injector/,OP246,page_type_specific,EU AI Act page scope control,PARTIAL,requires page-type semantic review
/produse/ai-ready-injector/,OP247,page_type_specific,Innovation page proof block,PARTIAL,requires page-type semantic review
/produse/ai-ready-injector/,OP248,page_type_specific,Blog article BlogPosting,PARTIAL,requires page-type semantic review
/produse/ai-ready-injector/,OP249,page_type_specific,Question page Question/Answer semantics,PARTIAL,page type
/produse/ai-ready-injector/,OP250,page_type_specific,Contact page ContactPage semantics,PASS,contact
/produse/ai-ready-injector/,OP251,page_type_specific,Mission page unique content,PARTIAL,requires page-type semantic review
/produse/ai-ready-injector/,OP252,page_type_specific,Vision page unique content,PARTIAL,requires page-type semantic review
/produse/,OP001,meta_head,Unique title,PASS,"Produse AiVenture | AI-LENS, 3WEBOBS, AI-READY"
/produse/,OP002,meta_head,Title primary intent,PASS,"Produse AiVenture | AI-LENS, 3WEBOBS, AI-READY"
/produse/,OP003,meta_head,Title entity clarity,PASS,"Produse AiVenture | AI-LENS, 3WEBOBS, AI-READY"
/produse/,OP004,meta_head,Title brand suffix,PASS,"Produse AiVenture | AI-LENS, 3WEBOBS, AI-READY"
/produse/,OP005,meta_head,Unique meta description,PASS,"Produsele AiVenture pentru observație, audit, remediere și Agent-Ready."
/produse/,OP006,meta_head,Meta description proposition,PASS,"Produsele AiVenture pentru observație, audit, remediere și Agent-Ready."
/produse/,OP007,meta_head,Meta description intent match,PASS,"Produsele AiVenture pentru observație, audit, remediere și Agent-Ready."
/produse/,OP008,meta_head,Canonical present,PASS,https://aiventure.ro/produse/
/produse/,OP009,meta_head,Canonical self-reference,PASS,https://aiventure.ro/produse/
/produse/,OP010,meta_head,Canonical HTTPS,PARTIAL,present in page; semantic quality requires review
/produse/,OP011,meta_head,Canonical host consistency,PARTIAL,present in page; semantic quality requires review
/produse/,OP012,meta_head,Robots meta present,PASS,meta robots
/produse/,OP013,meta_head,Robots indexability correct,PARTIAL,present in page; semantic quality requires review
/produse/,OP014,meta_head,Language declaration,PASS,lang=ro
/produse/,OP015,meta_head,Charset UTF-8,PASS,utf-8
/produse/,OP016,meta_head,Viewport present,PASS,viewport
/produse/,OP017,meta_head,Theme color,PARTIAL,present in page; semantic quality requires review
/produse/,OP018,meta_head,OG title,PASS,"Produse AiVenture | AI-LENS, 3WEBOBS, AI-READY"
/produse/,OP019,meta_head,OG description,PASS,OpenGraph
/produse/,OP020,meta_head,OG URL,PASS,OpenGraph
/produse/,OP021,meta_head,OG image,PASS,OpenGraph
/produse/,OP022,meta_head,OG type,PASS,OpenGraph
/produse/,OP023,meta_head,Twitter card,PASS,Twitter meta
/produse/,OP024,meta_head,Twitter title,PASS,"Produse AiVenture | AI-LENS, 3WEBOBS, AI-READY"
/produse/,OP025,meta_head,Twitter description,PASS,Twitter meta
/produse/,OP026,meta_head,Twitter image,PASS,Twitter meta
/produse/,OP027,meta_head,Primary image declaration,PARTIAL,present in page; semantic quality requires review
/produse/,OP028,meta_head,Published date metadata,PARTIAL,present in page; semantic quality requires review
/produse/,OP029,meta_head,Modified date metadata,PARTIAL,present in page; semantic quality requires review
/produse/,OP030,meta_head,Session metadata,PARTIAL,present in page; semantic quality requires review
/produse/,OP031,meta_head,Timestamp metadata,PARTIAL,present in page; semantic quality requires review
/produse/,OP032,page_structure,Header present,PARTIAL,present in page; semantic quality requires review
/produse/,OP033,page_structure,Header session visible,PARTIAL,present in page; semantic quality requires review
/produse/,OP034,page_structure,Header timestamp visible,PARTIAL,present in page; semantic quality requires review
/produse/,OP035,page_structure,Primary navigation present,PARTIAL,present in page; semantic quality requires review
/produse/,OP036,page_structure,Breadcrumb internal page,PASS,breadcrumb
/produse/,OP037,page_structure,No breadcrumb on homepage,PASS,breadcrumb
/produse/,OP038,page_structure,Breadcrumb position,PASS,breadcrumb
/produse/,OP039,page_structure,Unique H1,PASS,Produse care duc serviciul de la observație la acțiune.
/produse/,OP040,page_structure,H1 intent alignment,PASS,Produse care duc serviciul de la observație la acțiune.
/produse/,OP041,page_structure,H1 not duplicated,PASS,Produse care duc serviciul de la observație la acțiune.
/produse/,OP042,page_structure,H2 semantic hierarchy,PASS,H2
/produse/,OP043,page_structure,H3 semantic hierarchy,PARTIAL,present in page; semantic quality requires review
/produse/,OP044,page_structure,No skipped hierarchy,PASS,skip link
/produse/,OP045,page_structure,Main landmark,PASS,main
/produse/,OP046,page_structure,Section semantics,PARTIAL,present in page; semantic quality requires review
/produse/,OP047,page_structure,Footer global,PARTIAL,present in page; semantic quality requires review
/produse/,OP048,page_structure,Footer quick links,PARTIAL,present in page; semantic quality requires review
/produse/,OP049,page_structure,Footer contact,PASS,contact
/produse/,OP050,page_structure,Footer social links,PARTIAL,present in page; semantic quality requires review
/produse/,OP051,page_structure,Footer legal links,PARTIAL,present in page; semantic quality requires review
/produse/,OP052,content_core,Primary answer above fold,PASS,visible=True; schema=True
/produse/,OP053,content_core,Canonical positioning consistency,PARTIAL,present in page; semantic quality requires review
/produse/,OP054,content_core,Audience explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP055,content_core,Problem explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP056,content_core,Outcome explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP057,content_core,Offer explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP058,content_core,Deliverables explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP059,content_core,Exclusions explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP060,content_core,Differentiators explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP061,content_core,Negative scope explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP062,content_core,Geography explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP063,content_core,Jurisdiction explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP064,content_core,Language scope explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP065,content_core,Price/rule explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP066,content_core,Availability explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP067,content_core,SLA explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP068,content_core,Version explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP069,content_core,Freshness explicit,PARTIAL,present in page; semantic quality requires review
/produse/,OP070,content_core,No stale contradiction,PARTIAL,present in page; semantic quality requires review
/produse/,OP071,content_core,No generic AI drift,PARTIAL,present in page; semantic quality requires review
/produse/,OP072,aeo_faq,Direct what answer,PASS,visible=True; schema=True
/produse/,OP073,aeo_faq,Direct who answer,PASS,visible=True; schema=True
/produse/,OP074,aeo_faq,Direct why answer,PASS,visible=True; schema=True
/produse/,OP075,aeo_faq,Direct how answer,PASS,visible=True; schema=True
/produse/,OP076,aeo_faq,Direct where answer,PASS,visible=True; schema=True
/produse/,OP077,aeo_faq,Direct when answer,PASS,visible=True; schema=True
/produse/,OP078,aeo_faq,Direct cost answer,PASS,visible=True; schema=True
/produse/,OP079,aeo_faq,Direct eligibility answer,PASS,visible=True; schema=True
/produse/,OP080,aeo_faq,Direct next-step answer,PASS,visible=True; schema=True
/produse/,OP081,aeo_faq,FAQ visible,PASS,visible=True; schema=True
/produse/,OP082,aeo_faq,10 contextual FAQs,PASS,visible=True; schema=True
/produse/,OP083,aeo_faq,FAQ questions unique,PASS,visible=True; schema=True
/produse/,OP084,aeo_faq,FAQ answers direct,PASS,visible=True; schema=True
/produse/,OP085,aeo_faq,FAQ no contradiction,PASS,visible=True; schema=True
/produse/,OP086,aeo_faq,FAQ schema parity,PASS,visible=True; schema=True
/produse/,OP087,aeo_faq,Intent mapping,PARTIAL,present in page; semantic quality requires review
/produse/,OP088,aeo_faq,TOF/MOF/BOF role,PARTIAL,present in page; semantic quality requires review
/produse/,OP089,aeo_faq,Question hub linkage,PASS,visible=True; schema=True
/produse/,OP090,aeo_faq,Answer block quotability,PASS,visible=True; schema=True
/produse/,OP091,aeo_faq,Conversational readability,PARTIAL,present in page; semantic quality requires review
/produse/,OP092,schema_org,JSON-LD present,PASS,1 JSON-LD block(s)
/produse/,OP093,schema_org,WebPage type,PASS,1 JSON-LD block(s)
/produse/,OP094,schema_org,Correct page subtype,PASS,1 JSON-LD block(s)
/produse/,OP095,schema_org,Organization reference,PASS,1 JSON-LD block(s)
/produse/,OP096,schema_org,WebSite reference,PASS,1 JSON-LD block(s)
/produse/,OP097,schema_org,mainEntity,PASS,1 JSON-LD block(s)
/produse/,OP098,schema_org,about,PASS,1 JSON-LD block(s)
/produse/,OP099,schema_org,mentions,PASS,1 JSON-LD block(s)
/produse/,OP100,schema_org,BreadcrumbList,PASS,breadcrumb
/produse/,OP101,schema_org,Service schema,PASS,1 JSON-LD block(s)
/produse/,OP102,schema_org,Offer schema,PASS,1 JSON-LD block(s)
/produse/,OP103,schema_org,OfferCatalog schema,PASS,1 JSON-LD block(s)
/produse/,OP104,schema_org,FAQPage schema,PASS,visible=True; schema=True
/produse/,OP105,schema_org,DefinedTerm schema,PASS,1 JSON-LD block(s)
/produse/,OP106,schema_org,DefinedTermSet schema,PASS,1 JSON-LD block(s)
/produse/,OP107,schema_org,BlogPosting schema,PASS,1 JSON-LD block(s)
/produse/,OP108,schema_org,Article dates,PASS,1 JSON-LD block(s)
/produse/,OP109,schema_org,ImageObject,PASS,1 JSON-LD block(s)
/produse/,OP110,schema_org,inLanguage,PASS,lang=ro
/produse/,OP111,schema_org,Stable @id,PASS,1 JSON-LD block(s)
/produse/,OP112,schema_org,Cross-page @id consistency,PASS,1 JSON-LD block(s)
/produse/,OP113,schema_org,Visible-schema parity,PASS,1 JSON-LD block(s)
/produse/,OP114,schema_org,No fake ratings,PASS,1 JSON-LD block(s)
/produse/,OP115,schema_org,No invented schema types,PASS,1 JSON-LD block(s)
/produse/,OP116,schema_org,No unsupported claims in schema,PASS,1 JSON-LD block(s)
/produse/,OP117,geo_ere,Primary entity ID,PARTIAL,present in page; semantic quality requires review
/produse/,OP118,geo_ere,Provider relationship,PARTIAL,present in page; semantic quality requires review
/produse/,OP119,geo_ere,Provider inverse,PARTIAL,present in page; semantic quality requires review
/produse/,OP120,geo_ere,Service-offer relation,PARTIAL,present in page; semantic quality requires review
/produse/,OP121,geo_ere,Service-SOC relation,PARTIAL,present in page; semantic quality requires review
/produse/,OP122,geo_ere,SOC-RRVI relation,PARTIAL,present in page; semantic quality requires review
/produse/,OP123,geo_ere,Service-audience relation,PARTIAL,present in page; semantic quality requires review
/produse/,OP124,geo_ere,Service-jurisdiction relation,PARTIAL,present in page; semantic quality requires review
/produse/,OP125,geo_ere,Jurisdiction-regulation relation,PARTIAL,present in page; semantic quality requires review
/produse/,OP126,geo_ere,Service-autonomy relation,PARTIAL,present in page; semantic quality requires review
/produse/,OP127,geo_ere,Action-autonomy relation,PARTIAL,present in page; semantic quality requires review
/produse/,OP128,geo_ere,Request-service relation,PARTIAL,present in page; semantic quality requires review
/produse/,OP129,geo_ere,Request-quote relation,PARTIAL,present in page; semantic quality requires review
/produse/,OP130,geo_ere,Quote-order relation,PARTIAL,present in page; semantic quality requires review
/produse/,OP131,geo_ere,Order-delivery relation,PARTIAL,present in page; semantic quality requires review
/produse/,OP132,geo_ere,Action-evidence relation,PARTIAL,present in page; semantic quality requires review
/produse/,OP133,geo_ere,Cardinality available,PARTIAL,present in page; semantic quality requires review
/produse/,OP134,geo_ere,Inverse relationships,PARTIAL,present in page; semantic quality requires review
/produse/,OP135,geo_ere,Cross-source entity match,PARTIAL,present in page; semantic quality requires review
/produse/,OP136,geo_ere,ERE reconstruction,PARTIAL,present in page; semantic quality requires review
/produse/,OP137,aio_ai_readability,AI readable summary,PARTIAL,present in page; semantic quality requires review
/produse/,OP138,aio_ai_readability,Canonical definition,PARTIAL,present in page; semantic quality requires review
/produse/,OP139,aio_ai_readability,Context completeness,PARTIAL,present in page; semantic quality requires review
/produse/,OP140,aio_ai_readability,Entity disambiguation,PARTIAL,present in page; semantic quality requires review
/produse/,OP141,aio_ai_readability,Claim attribution,PARTIAL,present in page; semantic quality requires review
/produse/,OP142,aio_ai_readability,Claim evidence link,PARTIAL,present in page; semantic quality requires review
/produse/,OP143,aio_ai_readability,Citation-ready sentence,PARTIAL,present in page; semantic quality requires review
/produse/,OP144,aio_ai_readability,Comparison-ready fields,PARTIAL,present in page; semantic quality requires review
/produse/,OP145,aio_ai_readability,Decision-ready fields,PARTIAL,present in page; semantic quality requires review
/produse/,OP146,aio_ai_readability,Action boundary clarity,PARTIAL,present in page; semantic quality requires review
/produse/,OP147,aio_ai_readability,Escalation clarity,PARTIAL,present in page; semantic quality requires review
/produse/,OP148,aio_ai_readability,Machine-readable mirror,PARTIAL,present in page; semantic quality requires review
/produse/,OP149,aio_ai_readability,Cross-source consistency,PARTIAL,present in page; semantic quality requires review
/produse/,OP150,aio_ai_readability,No ambiguous pronouns in key facts,PARTIAL,present in page; semantic quality requires review
/produse/,OP151,aio_ai_readability,No hidden critical facts,PARTIAL,present in page; semantic quality requires review
/produse/,OP152,aio_ai_readability,AI summary fidelity,PARTIAL,present in page; semantic quality requires review
/produse/,OP153,internal_linking,Parent hub link,PARTIAL,present in page; semantic quality requires review
/produse/,OP154,internal_linking,Child page links,PARTIAL,present in page; semantic quality requires review
/produse/,OP155,internal_linking,Sibling contextual links,PARTIAL,present in page; semantic quality requires review
/produse/,OP156,internal_linking,Canonical anchor text,PARTIAL,present in page; semantic quality requires review
/produse/,OP157,internal_linking,No generic click-here dominance,PARTIAL,present in page; semantic quality requires review
/produse/,OP158,internal_linking,No broken internal links,PASS,49 internal links
/produse/,OP159,internal_linking,No orphan page,PARTIAL,present in page; semantic quality requires review
/produse/,OP160,internal_linking,Breadcrumb link integrity,PASS,breadcrumb
/produse/,OP161,internal_linking,Footer link integrity,PARTIAL,present in page; semantic quality requires review
/produse/,OP162,internal_linking,Related content block,PARTIAL,present in page; semantic quality requires review
/produse/,OP163,internal_linking,Intent cross-links,PARTIAL,present in page; semantic quality requires review
/produse/,OP164,internal_linking,Product-service separation,PARTIAL,present in page; semantic quality requires review
/produse/,OP165,internal_linking,Innovation proof links,PARTIAL,present in page; semantic quality requires review
/produse/,OP166,internal_linking,Contact CTA integrity,PASS,CTA language
/produse/,OP167,internal_linking,No excessive internal redirects,PARTIAL,present in page; semantic quality requires review
/produse/,OP168,trust_evidence,Legal entity visible,PASS,trust/evidence cues
/produse/,OP169,trust_evidence,Contact visible,PASS,contact
/produse/,OP170,trust_evidence,Author/publisher visible,PASS,trust/evidence cues
/produse/,OP171,trust_evidence,Date published visible,PASS,trust/evidence cues
/produse/,OP172,trust_evidence,Date modified visible,PASS,trust/evidence cues
/produse/,OP173,trust_evidence,Claim source visible,PASS,trust/evidence cues
/produse/,OP174,trust_evidence,Proof link visible,PASS,trust/evidence cues
/produse/,OP175,trust_evidence,Document ID visible,PASS,trust/evidence cues
/produse/,OP176,trust_evidence,Version visible,PASS,trust/evidence cues
/produse/,OP177,trust_evidence,SHA only if real,PASS,trust/evidence cues
/produse/,OP178,trust_evidence,OTS only if real,PASS,trust/evidence cues
/produse/,OP179,trust_evidence,OTS status explicit,PASS,trust/evidence cues
/produse/,OP180,trust_evidence,No invented bitcoin block,PASS,trust/evidence cues
/produse/,OP181,trust_evidence,Claim != Proof disclosure,PASS,trust/evidence cues
/produse/,OP182,trust_evidence,Evidence relation,PASS,trust/evidence cues
/produse/,OP183,trust_evidence,RRVI decision visibility,PASS,trust/evidence cues
/produse/,OP184,trust_evidence,Human review disclosure,PASS,trust/evidence cues
/produse/,OP185,trust_evidence,No false compliance guarantee,PASS,trust/evidence cues
/produse/,OP186,trust_evidence,No false certification,PASS,trust/evidence cues
/produse/,OP187,trust_evidence,Trust consistency,PASS,trust/evidence cues
/produse/,OP188,agent_ready_governance,SOC reference,PASS,agent/governance cues
/produse/,OP189,agent_ready_governance,Max autonomy,PASS,agent/governance cues
/produse/,OP190,agent_ready_governance,Allowed actions,PASS,agent/governance cues
/produse/,OP191,agent_ready_governance,Forbidden actions,PASS,agent/governance cues
/produse/,OP192,agent_ready_governance,Eligibility rules,PASS,agent/governance cues
/produse/,OP193,agent_ready_governance,Ineligibility rules,PASS,agent/governance cues
/produse/,OP194,agent_ready_governance,Jurisdiction gate,PASS,agent/governance cues
/produse/,OP195,agent_ready_governance,Regulation gate,PASS,agent/governance cues
/produse/,OP196,agent_ready_governance,Financial threshold,PASS,agent/governance cues
/produse/,OP197,agent_ready_governance,Human approval,PASS,agent/governance cues
/produse/,OP198,agent_ready_governance,RRVI publish gate,PASS,agent/governance cues
/produse/,OP199,agent_ready_governance,RRVI runtime gate,PASS,agent/governance cues
/produse/,OP200,agent_ready_governance,allow outcome,PASS,agent/governance cues
/produse/,OP201,agent_ready_governance,allow_with_conditions outcome,PASS,agent/governance cues
/produse/,OP202,agent_ready_governance,human_review_required outcome,PASS,agent/governance cues
/produse/,OP203,agent_ready_governance,block outcome,PASS,agent/governance cues
/produse/,OP204,agent_ready_governance,No rule no autonomy,PASS,agent/governance cues
/produse/,OP205,agent_ready_governance,No jurisdiction no sensitive action,PASS,agent/governance cues
/produse/,OP206,agent_ready_governance,No approval no commitment,PASS,agent/governance cues
/produse/,OP207,agent_ready_governance,No evidence no proof,PASS,agent/governance cues
/produse/,OP208,media_accessibility,Image alt,NA,no images
/produse/,OP209,media_accessibility,Decorative image handling,PARTIAL,present in page; semantic quality requires review
/produse/,OP210,media_accessibility,Image width/height,PARTIAL,present in page; semantic quality requires review
/produse/,OP211,media_accessibility,Modern image format,PARTIAL,present in page; semantic quality requires review
/produse/,OP212,media_accessibility,Lazy loading non-critical,NA,no images
/produse/,OP213,media_accessibility,Hero image priority,PARTIAL,present in page; semantic quality requires review
/produse/,OP214,media_accessibility,Readable contrast,PARTIAL,present in page; semantic quality requires review
/produse/,OP215,media_accessibility,Keyboard navigation,PARTIAL,present in page; semantic quality requires review
/produse/,OP216,media_accessibility,Semantic buttons,PARTIAL,present in page; semantic quality requires review
/produse/,OP217,media_accessibility,Form labels,PARTIAL,present in page; semantic quality requires review
/produse/,OP218,media_accessibility,Error messages,PARTIAL,present in page; semantic quality requires review
/produse/,OP219,media_accessibility,ARIA correctness,PARTIAL,present in page; semantic quality requires review
/produse/,OP220,media_accessibility,Mobile content parity,PARTIAL,present in page; semantic quality requires review
/produse/,OP221,media_accessibility,No text only in image,PARTIAL,present in page; semantic quality requires review
/produse/,OP222,media_accessibility,No blocking popup,PARTIAL,present in page; semantic quality requires review
/produse/,OP223,performance_rendering,Critical content server/render available,NA,requires deployed runtime/browser measurement
/produse/,OP224,performance_rendering,No JS-only canonical text,NA,requires deployed runtime/browser measurement
/produse/,OP225,performance_rendering,Crawlable href links,NA,requires deployed runtime/browser measurement
/produse/,OP226,performance_rendering,LCP hygiene,NA,requires deployed runtime/browser measurement
/produse/,OP227,performance_rendering,CLS hygiene,NA,requires deployed runtime/browser measurement
/produse/,OP228,performance_rendering,INP hygiene,NA,requires deployed runtime/browser measurement
/produse/,OP229,performance_rendering,CSS blocking control,NA,requires deployed runtime/browser measurement
/produse/,OP230,performance_rendering,JS bloat control,NA,requires deployed runtime/browser measurement
/produse/,OP231,performance_rendering,Font loading hygiene,NA,requires deployed runtime/browser measurement
/produse/,OP232,performance_rendering,Image optimization,NA,requires deployed runtime/browser measurement
/produse/,OP233,performance_rendering,No huge DOM,NA,requires deployed runtime/browser measurement
/produse/,OP234,performance_rendering,No hidden duplicate content,NA,requires deployed runtime/browser measurement
/produse/,OP235,performance_rendering,Rendered/body parity,NA,requires deployed runtime/browser measurement
/produse/,OP236,performance_rendering,Mobile performance parity,NA,requires deployed runtime/browser measurement
/produse/,OP237,performance_rendering,No layout dependency for semantics,NA,requires deployed runtime/browser measurement
/produse/,OP238,page_type_specific,Homepage no breadcrumb,PASS,breadcrumb
/produse/,OP239,page_type_specific,Internal page breadcrumb,PASS,breadcrumb
/produse/,OP240,page_type_specific,Service page Service schema,PARTIAL,requires page-type semantic review
/produse/,OP241,page_type_specific,Product page product semantics,PARTIAL,requires page-type semantic review
/produse/,OP242,page_type_specific,Offer page commercial clarity,PARTIAL,requires page-type semantic review
/produse/,OP243,page_type_specific,Agent-ready page category definition,PARTIAL,requires page-type semantic review
/produse/,OP244,page_type_specific,SOC page canonical definition,PARTIAL,requires page-type semantic review
/produse/,OP245,page_type_specific,RRVI page canonical definition,PARTIAL,requires page-type semantic review
/produse/,OP246,page_type_specific,EU AI Act page scope control,PARTIAL,requires page-type semantic review
/produse/,OP247,page_type_specific,Innovation page proof block,PARTIAL,requires page-type semantic review
/produse/,OP248,page_type_specific,Blog article BlogPosting,PARTIAL,requires page-type semantic review
/produse/,OP249,page_type_specific,Question page Question/Answer semantics,PASS,visible=True; schema=True
/produse/,OP250,page_type_specific,Contact page ContactPage semantics,PASS,contact
/produse/,OP251,page_type_specific,Mission page unique content,PARTIAL,requires page-type semantic review
/produse/,OP252,page_type_specific,Vision page unique content,PARTIAL,requires page-type semantic review
/resurse/ghiduri/a2a-de-la-a-la-z/,OP001,meta_head,Unique title,PASS,A2A de la A la Z | Resurse AiVenture
/resurse/ghiduri/a2a-de-la-a-la-z/,OP002,meta_head,Title primary intent,PASS,A2A de la A la Z | Resurse AiVenture
/resurse/ghiduri/a2a-de-la-a-la-z/,OP003,meta_head,Title entity clarity,PASS,A2A de la A la Z | Resurse AiVenture
/resurse/ghiduri/a2a-de-la-a-la-z/,OP004,meta_head,Title brand suffix,PASS,A2A de la A la Z | Resurse AiVenture
/resurse/ghiduri/a2a-de-la-a-la-z/,OP005,meta_head,Unique meta description,PASS,Om → Buyer Agent → Seller Agent → serviciu → rezultat → dovadă.
/resurse/ghiduri/a2a-de-la-a-la-z/,OP006,meta_head,Meta description proposition,PASS,Om → Buyer Agent → Seller Agent → serviciu → rezultat → dovadă.
/resurse/ghiduri/a2a-de-la-a-la-z/,OP007,meta_head,Meta description intent match,PASS,Om → Buyer Agent → Seller Agent → serviciu → rezultat → dovadă.
/resurse/ghiduri/a2a-de-la-a-la-z/,OP008,meta_head,Canonical present,PASS,https://aiventure.ro/resurse/ghiduri/a2a-de-la-a-la-z/
/resurse/ghiduri/a2a-de-la-a-la-z/,OP009,meta_head,Canonical self-reference,PASS,https://aiventure.ro/resurse/ghiduri/a2a-de-la-a-la-z/
/resurse/ghiduri/a2a-de-la-a-la-z/,OP010,meta_head,Canonical HTTPS,PARTIAL,present in page; semantic quality requires review
/resurse/ghiduri/a2a-de-la-a-la-z/,OP011,meta_head,Canonical host consistency,PARTIAL,present in page; semantic quality requires review
/resurse/ghiduri/a2a-de-la-a-la-z/,OP012,meta_head,Robots meta present,PASS,meta robots
/resurse/ghiduri/a2a-de-la-a-la-z/,OP013,meta_head,Robots indexability correct,PARTIAL,present in page; semantic quality requires review
/resurse/ghiduri/a2a-de-la-a-la-z/,OP014,meta_head,Language declaration,PASS,lang=ro
/resurse/ghiduri/a2a-de-la-a-la-z/,OP015,meta_head,Charset UTF-8,PASS,utf-8
/resurse/ghiduri/a2a-de-la-a-la-z/,OP016,meta_head,Viewport present,PASS,viewport
/resurse/ghiduri/a2a-de-la-a-la-z/,OP017,meta_head,Theme color,PARTIAL,present in page; semantic quality requires review
/resurse/ghiduri/a2a-de-la-a-la-z/,OP018,meta_head,OG title,PASS,A2A de la A la Z | Resurse AiVenture
/resurse/ghiduri/a2a-de-la-a-la-z/,OP019,meta_head,OG description,PASS,OpenGraph
/resurse/ghiduri/a2a-de-la-a-la-z/,OP020,meta_head,OG URL,PASS,OpenGraph
/resurse/ghiduri/a2a-de-la-a-la-z/,OP021,meta_head,OG image,PASS,OpenGraph
/resurse/ghiduri/a2a-de-la-a-la-z/,OP022,meta_head,OG type,PASS,OpenGraph
/resurse/ghiduri/a2a-de-la-a-la-z/,OP023,meta_head,Twitter card,PASS,Twitter meta
/resurse/ghiduri/a2a-de-la-a-la-z/,OP024,meta_head,Twitter title,PASS,A2A de la A la Z | Resurse AiVenture
/resurse/ghiduri/a2a-de-la-a-la-z/,OP025,meta_head,Twitter description,PASS,Twitter meta
/resurse/ghiduri/a2a-de-la-a-la-z/,OP026,meta_head,Twitter image,PASS,Twitter meta
/resurse/ghiduri/a2a-de-la-a-la-z/,OP027,meta_head,Primary image declaration,PARTIAL,present in page; semantic quality requires review
/resurse/ghiduri/a2a-de-la-a-la-z/,OP028,meta_head,Published date metadata,PARTIAL,present in page; semantic quality requires review
/resurse/ghiduri/a2a-de-la-a-la-z/,OP029,meta_head,Modified date metadata,PARTIAL,present in page; semantic quality requires review
/resurse/ghiduri/a2a-de-la-a-la-z/,OP030,meta_head,Session metadata,PARTIAL,present in page; semantic quality requires review
/resurse/ghiduri/a2a-de-la-a-la-z/,OP031,meta_head,Timestamp metadata,PARTIAL,present in page; semantic quality requires review
